"Informative: Read it all of it. can not say that I will use any of it. As a woodsman we usually go out already prepared and with our own more modern and durable gear. maybe if I were to live out there and have to replace my goods as they will inevitable need replacing with the suggestions in this book, but seeing as I am a working class man and will not live n the woods it just is good reading and that is all.",__label__2
"Honest old fashioned opinion: I have not placed eyes on the original, but it seems all pictures are correctly placed. His honest old fashioned opinion comes to life when he explains he does not appreciate the safe way to carry his axe. I enjoy the tone and ease of reading, you definitely catch on to the vernacular of the time. A great piece of history that impart practices that still having meaning to this day.",__label__2
"Beginner woodsman manual: This is basically a beginners guide to traveling, camping, and surviving in the woods. Covers a wide variety of topics from cabin building to snowshoeing. My biggest takeaways from the book are to always have an axe and blanket when traveling in the woods. Also, never explore unfamiliar areas without a compass and a means of fire creation.Don't expect a story. This is a manual.",__label__2
Worth it: I thought it was an amazing very well put together book. I really enjoyed it the whole way through not one problem,__label__2
"Impressive character development but mostly morbid.: ""The Magic Barrel"" was a collection of stories that intrigued me, if only for the whimsical sounding name. I was disappointed, however, to find that the stories themselves were themselves not whimsical in the least. Malamud has created a world where paranoia is abundant, and worse, where poor, lackadaisical decisions are abound equally. There are no winners in any of Malamuds stories. I found myself becoming angry at the characters, for the way in which they responded to conflicts was alarmingly pathetic. His character development is strong, however, and I did enjoy maybe one or two of the stories until I found the ending rather dreary. If a literary work is ""sad,"" that is not a deterrant for me. Malamud's characters, on the other hand, are hopeless. I can't seem to enjoy reading about people who operate in such ways.",__label__1
"Wrong title, right author: I selected the complete short stories of Malamud and this book is only a selction of short stories. I was disappointed but we decided to keep it and be more careful in ordering.",__label__1
"BORING!: I would suggest before sitting down to read this book that you brew a large pot of coffee. Or better yet, don't sit down to read it at all. This is dry stuff!",__label__1
"An almost-perfect book.: Prof. Jay is a genius. All of the techniques shown in this book works effectively. I use many of them during informal nhb matches and they saved my butt hundreds of times. If only Prof. Jay included some ground-fighting escapes and reversals, then I'll recommend this book to everyone, even to BJJ practitioners.",__label__2
Very well authored: I found this book to be very well authored. It shows what you need to know and gives a very detailed method of teaching you the same technique. Though I think the overuse of wrist locks to be inneffective the overall method is great and proven in competition by wally jay and his students (see the history provided in the book),__label__2
"Good book!!!!!!!!: Great book, techniqes you can use! I love this book, the moves cause pain, but no injury. I really like section on finger locks. I did not have a problem with this book, the pictures were great. If you are in the martial arts, or looking in to them, GET THE BOOK.",__label__2
"small circle jujitsu book review: Great techniques and lots of them. Very good introduction to the world of jujitsu. The issue I had was that many of the pictures were somewhat far away and you can't clearly see how the technique is specifically executed. Also, some of the written descriptions assume baseline knowledge of the technique.",__label__2
Solid technique: The book has great instruction and drills. It is good for those who have a solid foundation with joint locks and submissions and an overall solid grasp of the body and movement. It has given some good variations of techniques I already teach and use.,__label__2
Alot of decent pictures and instructions: As a student of jiujitsu i understood alot of the moves but i found that without previous knowledge these pictures and instructions were difficult to understand. I feel there is alot of good information but not worth buying.,__label__1
Buy a different jujitsu book: I bought it before I knew anything. Now that I have been training a bit more and reading more I realized that this book is lacking a whole lot. I do not really recomend this book unless you can get it for free.,__label__1
"What a strange martial art: I would like to say that I admire any one who puts in the time and effort to learn a martial art and master it. That takes a lot of dedication and hard work. So I really have a great deal of respect for Wally Jay. Having said that though, I think small circle Jujitsu is really an ineffective grappling system. And I also think that it is no good in the street. Reading this book confirmed all of my worst suspicions about this art. Buy it only if you are looking for a good laugh and have money to burn. If not, and you actually want a good book about fighting try anything in Kid Peligro's Brazilian Jiu-jitsu series. Or go buy some Mario Sperry Vale Tudo tapes. Just don't get this book!",__label__1
"A great product!: I have been using this cleansing gel for years. I have occasionally tried other products, but keep coming back to Exuviance. My skin is somewhat sensitive and this cleanser leaves it very soft and smooth, with no irritation. Recently, I met a new esthetician who thought I was wearing makeup when I had just washed my face with Exuviance Purifying Cleansing Gel and used moisturizer! She made my day!",__label__2
Total rip off!: I ordered this and realized I didn't specify the size so went back 20 min. later to cancel the order and then order another one.the shipping is 3/4 the priced of the item! Then after what I thought was a canceled order didn't even work at all. I have been sending emails all day and tried to call them to no avail. Horrible communication. they took my money and haven't even responded to my email or phone call.Caveat Emptor,__label__1
A few good tracks: There is only 2-3 great trackes on this. Such a shame that most of these compilations only ever have a few great inspiring tracks while the rest are just pure background stuff.,__label__1
Product Details: Playboy magazine May 2004Cover: Pamela AndersonPlaymate: Nicole WhiteheadInterview: Johnny Depp20 Questions: Matthew PerryPictorials: Remembering Helmut Newton Master of erotic photographyPam Anderson - Stripperella shows off.Features: Gunning For The Big Guy - Balco steroids investigationRaising The Bar - secrets for making great cocktailsSex Pistols - Vibrators tested.,__label__2
"Just essential: This is probably the best reference about Heinlein's works that's ever been written. One of the best thing about it is that it's complete and very well organized, so that you can find whatever you're looking for in a few seconds, very handy.Since I've bought it I've consulted it hundreds of times, I couldn't do without it.",__label__2
"A must-have for the Heinlein collector: Gifford is one of the top experts on Heinlein's works, and his ""A Reader's Companion"" is an exhaustively researched and well-thought-out compendium of nearly all of Heinlein's work.I say ""nearly"" only because the book misses a few Heinlein collections and such that have been published in the few years since Gifford's 2000 printing. [...]I've been collecting Heinlein works for years, even very obscure ones, and I still learned of new things from Gifford's book.",__label__2
"I have heard thier music in the movie Southlander: This is really neat music, that makes you feel good inside. Some of the music on this album is part of the sountrack for the movie Southlander. I plan on buying this CD.",__label__2
"Good CD: I heard Milk Rock and Spin Spider Spin on internet radio but I fell in love with Tiger. If she were to make a greatest hits CD I would vote for Tiger to be on it. It has a great flow to it like all of her music. On this CD I also liked Gently Waves and Soft Grafitti which are both quietly beautiful. I don't think the length of the song should dictate how much you like it, and that's certainly true of Gently Waves.",__label__2
"Two Families Shaped by History: I really enjoyed this book. If you like novels that are vivid and descriptive, that clearly paint life of women in other countries and cultures, then this book is for you. It offers a glimpse of two very different families in El Salvador - rich coffee plantation land owners and peasant coffee pickers/servants. I specifically liked how Benitez had the action and every day life ~ with joy, sorrow, love, births, deaths ~ take place in the context of major historical events. I loved how the ""telenovela"" and its characters took on a life of their own. Anyone who has visited a Latin American country can vouch that they can really take a whole nation by storm! (Just think, how many people in America were waiting to see which David won American Idol?!) As a person of Salvadoran descent it served as middle-age introduction to the tumultuos and rich history of the country and it left me longing to learn more and reconnect with my roots.",__label__2
"disappointing: This is our book group selection this month and I was looking forward to a good read, especially judging by the appealing cover. Ms. Benita is indeed a great story teller and visual with her discriptions,however,the character developmentis sorely lacking. Perhaps this is the point, but why? All sorts of trying events, happy occassions and other significant life experiences occur but they had little impact as I did not really know nor care about many of the chacacters, although I wanted to. Jacinta in particular needed some enchancement. It will be interesting too hear what my fellow book club members think.",__label__1
"Unbelievable!: I am amazed at the high ratings this book received. It was, undoubtedly, the worst book I have ever read. It might have been better with good editing. There were many unimportant characters and many horrible descriptions that could have been omitted. Who really cares about the dogs, many of whom have no relevance to the story. Who really cares about the detailed description of the decor of a room. Yes, I did finish the book that, by the way, had no ending. Toward the middle of the book I actually started editing it. What a mess!",__label__1
the improbable nature of man: Stories from central americal often seem surreal. How could it be that people so rich can live in such close proximity to those so poor? How could people motivated by such high principals commit such barbaric acts of violence? Insulated and liberal in America we so much want to empatize with the poor when in fact we have so much in common with the rich. I found this book so very compelling in that it provided much empathy for all sides of this conflict. One could not demonize any party. Instead I watched helplessly as the events unfolded and greived each needless loss. I recommend this book for your soul as your heart needs the exercise.,__label__2
"LA BELLEZA DE LA SALSA!: LA SALSA SE LLEVA EN LA SANGRE. AL IGUAL QUE SUS HERMANOS EDWIN RIVERA Y JERRY RIVERA, SANED LLEVA LA SALSA EN LA SANGRE Y SE PUEDE SENTIR EN CADA UNO DE LOS TEMAS DE ESTE DISCO. SANED ES HERMOSA Y TIENE UNA VOZ INPRESIONANTE!",__label__2
"Good family fare: Although it's not the most current movie, it still has a lot of warmth and good acting in it. I especially love the depiction of family.",__label__2
"Cheezy and unbearable. Only watched 20 mins: Had family over and we thought it might be a ""cute"" movie. But it turned out to be unbearably bad. Cheezy with bad acting. Couldn't watch after 20 mins.",__label__1
"Abandoned this one: This is about the trials and tribulations of a multigenerational family.We found it disengaging and rather tedious. It went on and on without getting far at the beginning and we started skipping scenes to see if it picked up. In the end we abandoned it.I'd hoped for more from a movie with Saif Ali Khan, Salman Khan & Karisma Kapoor but this was 1999 and I guess it wasn't among their better stuff. The music and dance was ho-hum and unmemorable too.Elsewhere on the Net it scores average. However it was below average for us and not a keeper.",__label__1
Charger works great: The charger works fine as advertised. The location of the of the charger inlet on the phone itself is not very good - makes it awkward if you are charging and trying to talk.,__label__2
"Scratched the lens with a kleenex: I used these once then used a Kleenex to wipe one lens that was a little smudged. I have microscopic vision and I noticed it was scratched AFTER I used the Kleenex, so to be sure, I used it again and sure enough, it scratched the lens some more. I compared the 2 lenses and the other lens looked pristine, whereas the one I used the kleenex on was scratched all over! Very low quality lenses! Unusable after one use!",__label__1
"Weak out-dated plans: I got this book expecting a bunch of puzzles from the cover and title. There are many other items to be found, but everything looks very out-dated. Definitely keep looking if you want puzzles or other up-to-date patterns.Wayne",__label__1
"Great translation, Poor packaging: I love the ESV translation and rate it five stars. I am upset that the publisher of this translation so poorly packages its product. This edition is a ""shirt pocket"" edition that seems well bound but has impossibly small print.What is needed is a ""coat pocket"" size edition of the New Testament that is bound in such a way that it will lie open of its own accord. The print size should be 10 or higher. This present edition will not lie open, and, what the more, the print is so small that only an ant could read it.Crossway publishes only two editions of the New Testament alone, and both are inferior. The print is too small to be read with enjoyment. Something has to change!",__label__1
"Excellent read - better than most environmentalist novels: I am usually turned off by environmentalist preachy novels, but I thoroughly enjoyed Midworld. The world itself was well-conceived as a dangerous out-of-control environment, and at the same time in-balance with its own rules.",__label__2
"Turn off your mind, relax and float downstream: I think people read Alan Dean Foster because they know what they will get. The writing is clear and clean, the story imaginative, and nothing is very challenging. Something to read just for pleasure if you don't want to be doing something else.",__label__2
"True stem-winder of a novel: Really, really awful. The sheer paucity of Alan Dean Foster's imagination is staggering. ""Midworld"" was recommended to me by a friend; at first I thought I was the victim of a bad joke. Could be used as a blueprint on how not to write a novel. Witless, humorless, and lacking in even the slightest glimmer of originality. Don't waste your time.",__label__1
not for children: My eight year old son came home with this and after reading a little I took it away from him. This is the kind of stuff that warps minds and is only appropriate for those already warped. There are plenty of those.Make sure your kids don't read this untill they are older. Its all about killing and screaming in a tour of hell.,__label__1
Fantastic classic: I've read nearly everything Foster has written and this book is my absolute favorite (Into the Out of is a close second) The flora and fauna of this world is what grabbed my imagination and the different levels of the rain forest is very well thought out. I'd love to see Jim Hensons production company make this into a movie,__label__2
"A great classic: I remember reading this when I was young. I found it again on Amazon and bought it to share with my kids. A sci-fi classic! I would recommend this to all kids, young and young-at-heart.",__label__2
dont know!: the program looks fun but the software i recieved was corupt it wont load on any machine.,__label__1
"It was ghostwritten, duh!: Hello people. First of all, Naomi Campbell did not write this book. It was written for her. She has admitted this in interviews. Why would anyone want to read a novel written by a supermodel anyway. I guess people who read books authored by Fabio would dig it",__label__1
A Peek into Modeling: This is a very fascinating book that lets you see inside the minds of five unique characters (plus Swan herself). It centers around the five amateur models on the shortlist to replace supermodel Swan for a cosmetics campaign. There are so many things going on in this book that it never has time to get boring! The characters are written with excellent detail and realism and the story has lots of twists and turns. Impossible to put down!,__label__2
"Simply riveting; 1960s and Today: It holds its power: My sense is that Baldwin wrote The Fire Next Time for anyone who had ears to hear, regardless of color or faith or gender. The emotional intelligence with which he speaks is riveting.",__label__2
"Life-changing: My number one all time favorite book. Clarified many things about racism and religion in America, by the most eloquent voice I've ever had the pleasure of reading.",__label__2
"Cyndi surpasses her debut!: It's rare for a sophomore release to surpass an artist's debut; but this is one album that seems to have done just that. I loved Cyndi's debut, but this album exceeded my expectations, which we all know is rare with most sophomore releases. Although she's Australian, Cyndi has a deep, rich, bluesy voice, that sounds like she grew up in the backwoods of the deep South. This is the quintessential of stripped down, bluesy, country roots music.",__label__2
"Wait, wait - it gets better!: There are people who will start reading this book then about 100 pages into it realize that it's going nowhere fast. Take my advice and keep reading. It gets much better, and more interesting. The ending is really good, and might have even upped this review a star.ac",__label__2
"Beauty is an Enemy to the less fortunate: Because of her fresh beauty- think Uma Thurman-she is pursued. Because of her sex- female gender- she is helpless. Because of her helplessness-being in female form- she is taken. She then is captured & violated. Because she is violated she is ruined. Yet, still a pure woman",__label__2
"Hardy's Dead, but he's still alive in Writing: A compeling and creepy classical fiction to read. It felt like I was doing something wrong by reading Tess, even though I did not have a reason to believe why. But the bottom line's that, from the first chapter until the last, you'll feel as if there's someone standing behind you, ready to hurt you. Your spirit feels free, that's what Thomas Hardy can do to you as a person.",__label__2
"The worst book in the history of literature.: The time spent on reading this book could have been spent on someting worth while and interesting such as watching the grass grow, or picking my teeth. It was a real disappointment and the reading of this book by anyone with a life should by outlawed.",__label__1
"Tess of the D'Urbevilles: This book was a true tragedy between two social classes and a girl who tried helping her family and herself at the same time, and yet she suffered for it in the end.",__label__2
A LOOK BACK INTO TIME & ROMANACE: WONDERFUL DISCRIPTIVE NOVEL. HEARTWARMING & HOLDS YOUR INTEREST. HARD TO PUT IN DOWN. WOULD READ IT AGAIN. CREATIVE WRITING BY AN EXCELLENT AUTHOR.,__label__2
"Witty, charming and deliciously hillarious!: After reading Tess of the Durbervilles I could not help but feel a little disapointed when I finished it. I couldn't tear myself away from it. I absolutely adored Tess's manners and her ""cousins"" annnoying manner of Tess's sweet temper. I always wondered wether if Tess and he would get together throughout the entire novel.Boy was I surprised!",__label__2
"Sorely disappointed: The back cover of my book described Tess as a heroine for her time. I was thrilled to begin reading this book to discover what it was that made her a heroine. I was very disappointed by the end of the book. She was no heroine, more like a self-pitying brat! Hardy did a fantastic job of describing life during that periold of time, but that talent was not enough to change my opinion of the book. Very aggrevating!!!",__label__1
"Zzzzzzzzzz.....: TESS is one of the more boring works of literature. Yes, Hardy was rather a revolutionary for the period as far as his choice of heroine and the subjects with which he dealt, but that doesn't necessarily add up to a good book. The story itself isn't bad -- if you're willing to wade through all the unnecessary muck to piece it together. However, I have trouble stomaching the fact that Tess is lauded as a brave and virtuous heroine when she is actually completely spineless and at times rather annoying. I won't spoil the story by giving examples, since you may very well be intending to read it anyway, or being forced to read it for a class. If the latter is so...good luck.",__label__1
"Exhausting: This book has it's place--and that place is in an American Literature course at a university. It was entirely too technical to be enjoyable. I was assigned this book as a ninth grader and now that I am a teacher and understand lexile levels, I must advise other teachers not to assign this book until the later grades--and only to the highest students.",__label__1
"Bit of a Letdown in the End: This is part of my attempt to read classics and non-fiction as well as my usual speculative fiction this year. A few people noted that Hardy is a bit of a hard read, and that turned out to be true. His style is jagged and choppy, bouncing around quite a bit, and never giving you a true glimpse of some scenes important to know how to interpret (such as the question of Tess' seduction or rape by Alec d'Urberville). However, overall, it is an interesting story at least and I enjoyed the book. But considering the ending seemed to be rather ill-fitting to the rest of the tale, I'll have to pass on giving it a high rating. It was rather disappointing to slog through his odd phrasings and quirks, only to be let down at the end by the characters just magically changing personality traits. I think Tess was a weakling without a mind of her own for the most part, Angel was worthless, and the character with the most potential in the story is the so-called villain, Alec d'Urberville.",__label__1
"Most pathetic character in all of literature.: Tess of the D'Urbervilles is one of the worst books I have ever read. I read this book in high school, though I am now in college, but don't discount this review because of that. Tess has absolutely no backbone. She pines away for stupid Angel who is more cruel to her than the guy who raped her in many ways. I know women weren't as strong at that time but even so, she is still pathetic. When she tells Angel that she would jump in the river and kill herself for him, I laughed out loud! Tess is a spineless, pathetic excuse for a human being. She needs to take some lessons from Jane Eyre, a hundred times better heroine. Also, Hardy describes the same stupid valley so many times that the book drags on forever and seems like it is never going to end. I disliked all of the characters so much, that it made the book have not one redeeming quality to it. If you want to read a Hardy book, read Mayor of Casterbridge--it is much better!",__label__1
great book: This is a classic book that I have always loved and now can read on my Kindle. Glad to see it free!,__label__2
"finally! A book that's different.: I don't understand why everyone else who wrote a review didn't like this book. It's one of the weirdest yet greatest books I've read. It's up there in the pile with Jane Eyre! From my point of view, the majority of people who wrote a review where FORCED to read the book in school, and people don't like to be ordered around. I picked this book out myself at a bookstore and thank myself for doing that, it was a last minute decision to buy this book. What teachers should do is recommend books, not make students read them, it kills the interest in a book. This was a nice blend of tragic and weakness. Usually a book has a fierce female fighting the mean, crude, bad man. But this book was different, being a weak girl and innocent man, and being different is just like thinking differently, and that's good.",__label__2
"A True Epic: My favorite book of classic literature, Tess had me crying and begging for more. Hardy unfolds this tale with true genius. Filled with love, hate, depression, and happiness, Hardy does an incredible job of displaying human emotion. I heartily recommend it without second thoughts",__label__2
Not a brilliant book but...: I didn't like this book very much. It was silly. I'm sorry that I've wasted time reading this book. There are better books to read.,__label__1
"An unfortunately boring book: I'm a fan of classics, but I could not force myself to struggle through this book. I could neither identify with the characters (Tess especially seemed extraordinarily weak-willed and passive) nor follow through the endless description of the novel. Iw ould suggest a different book",__label__1
"Very Low Quality Binding/Paper: This edition is basically newsprint with a hard binding. What a racket! Signet Classics (Pocket size) with introduction by Marcelle Clements.Tess of the D'urbervillesAnd the binding is not good, either--don't know what the word for it is but no left margin.",__label__1
Glad to be of this century: I didn't like the book. The language was difficult to read and in the end the topic was one i don't agree with. The ultra right values where women were always at fault for tempting a man and she was the one dealt final cruel punishment. I am relieved to be of this century. Makes us appreciate what we have and what those before us had to suffer for us to be where we are now.,__label__1
"Incredible Literary Work: Tess of the d'Urbervilles is an outstanding piece of literature. It follows the struggles of its protagonist through life in the 1900s. Anyone who is interested in literature to the slightest degree must read this novel. It is captivating, spellbinding, and heartwrenching. Rarely do I cry while reading a novel, but I was weeping throughout this book. The incredible journey Tess goes on is unmatched by any other piece of literature to date.",__label__2
"how tess' motherhood experience change her life...: Tess, a naive and young girl whose one night relationship with her cousin Alec ruins her life, is a great example of a woman in love who would do anything for her husband and nothing for herself. Tess is a great book to read. I NEED HELP AND SOON IN LESS THAN A WEEK I HAVE A TERM PAPER ON TESS DUE (THE CONSEQUENCES OF MOTHERHOOD BEFORE BEING WED IN ENGLAND IN THE 1800'S AS SEEN IN TESS) PLEASE IF YOU HAVE ANY MATERIAL THAT CAN HELP ME EMAIL IT TO ME. tHANKS IN ADVANCED!!!!!",__label__2
This book has a dire need to be shortened: This book in the beginning was so slow that I finished a book twice it's length before I finished the first chapter of Tess of the D'Urdubervilles.,__label__1
"Defective edition: I've enjoyed reading this edition for its critical essays and helpful footnotes, but the copy I ordered from Amazon was missing thirty pages. (It turns out that pages 14 through 44 are printed twice, resuming at page 77). They may have corrected the problem in other copies, but don't assume that you'll get the whole book!",__label__1
Disappointing: I was really disappointed in this book and surprised that so many people think it is a wonderful story. It was such a depressing story and reflects all of the worst things about the way women were treated in that time. I don't think this story had any redeeming qualities and very few likeable characters (even Tess was quite irritating at times with her pride getting in the way of asking for help to make her life a little easier).,__label__1
"A Classic Theme In Life: I rapidly read this book in high school for a test the next day. I knew that I wanted to read it again because it was so good and I was missing the subleties. I loved it. The theme is that our lives are goverened by what we think of ourselves. Poor Tess was so wrong, but for the times understandable. Hardy writes without including the graphic details, but the story remains. A story that is suspended in time.",__label__2
"Mum's the word, says Victorian novelist.: A question that often appears in agony aunt columns relates to the age old dilemma of telling, or not telling, your spouse about an affair with another. Hardy comes down firmly on the side of keeping it quiet. Tess, with excellent intentions, but misguidedly, spills the beans and comes to a sticky end. As her mother says, she is a 'little fool', though a very disingenuous one, to be sure. But there is much more to this book than that.I first read this book about 40 years ago and have revisited it a few times. It is an immensely powerful, brilliantly written, witty, devastating critique of Victorian morality, religion, and sexual hypocrisy that even today is immensely moving.If Hardy has a weakness, it is in the plotting of his novels, and you have to admit that perhaps there are one too many coincidences, but this is a small quibble.This is one of the greatest of all novels. To me it is right up there with Anna Karenina, so I have to give it five stars.",__label__2
"Typical Manipulations with Tragic Consequences: Many readers will fail to realise that such a tragic life was the common lot of young, attractive poverty stricken women ages ago just as it is today. Children and teens continue to be sold and/or directed to a life of drudgey, service or near slavery, if not in fact slavery, by parents knowing no way out of their own dire conditions. That poverty worldwide continues to dictate a similar fate for young ones today while we, in comfortable surroundings, debate the merits of a novel, here in America, is a sad legcy indeed for a tale of warning, and unfortunately, of prediction. It is all well and good to fasten ones attention on a good resd-but pray do not miss the point! Hypocrisy lives on when the book is finished.",__label__2
Tess of the D'Urbervilles: Once again an excellant service from Amazon. The book is just as I expected. A good quality paper back.R.V.Angel.,__label__2
Classic Thomas Hardy: Perhaps the greatest of the works by Thomas Hardy. It is the story of a tragic heroine whose life is shaped by events beyond her control.I purchased the book for a college class and hope to read more by the author.The descriptions of life in rural 19th century England are superb.,__label__2
"Such a tragically great love story: Absolutely loved the story it's definitely worth reading through. I found some things a little difficult to follow because it's old English, but it was still a great read.",__label__2
"Tess of the D' U rbervilles: I enjoyed reading this classic tragedy. Tess is so sweet you want to know her more and more, which led to shock after shock. I appreciated the footnotes and explanations at the end of the book. I also enjoyed Hardy's colorful descriptions. I was surprised at how similar life in thenineteenth century was to today's life.",__label__2
Best book forced to read......: Out of all the book I was forced to read...I LOVED this one... the movie was good but the book was great...it is the only book I still have from my early Michigan college years.,__label__2
"The worst book i have ever read in my Life: This is quite simply the worst story i have ever read in my life.It was depressing, LONG, and meandered its way aimlessly till the end. Whats worse, the book could have ended half way and still had the same impact. The character still meets the same fate, everyone would have felt the same way, and the reader would have been spared several chapters of agonizing reading had she made a different choice after confessing her secret to Angel.If you like reading a depressing story where it seems like the author is taking sadistic joy in tormenting the protagonist, this is the story for you. For everyone else, stay far far away.",__label__1
"Do not read this book!: I am sorry to all of you who like this book but I would never wish a single soul to read this. This book has the plot: a girl goes to a farm, falls in love and everything goes wrong. The book just goes on and on. The only reason I read it was because my mother asked me to. This book could have been written in 50 pages but no. It goes on for 300 some odd pages. I would have rather read the dictionary. The only reason I give this book 2 stars is because there was maybe four parts that consisted of 2 pages that were mildly interesting. Take my word for it. This book should be skipped.",__label__1
Buyer Beware: This was a VERY used paperback of Tess sold as new with library stickers on the binding as well as the front cover. Amazon is definitely not trustworthy anymore.,__label__1
The worst book I have read: I don't know how can this book be a classic. I haven't thought that I could find such absurd stuff in a book. Don't waste your time with it.,__label__1
"Boring: I thought this book was long, drawn out, and boring. It was too descriptive. To me, the writing style is a lot like Jane Eyre. I don't particularly like that type of book.Plus, it was way too sad and unrealistic. I don't think THAT many bad things could happen to one person.",__label__1
"Boring!: We had to read it for our GCSE coursework. Everybody found it boring and too descriptive. If you have a choice, do not choose this book! To make it worse, it is incredibly long and depressing. DO NOT EVEN TOUCH IT!!!",__label__1
"WHY???????????????????????????????????????????????????: WHY are poor, innocent school kids forced to read this intensly dull text? It is enough to put anyone off English Lit for LIFE. If anyone in authority is reading this, PLEASE take this piece of junk OFF the sylabus...PLEASE!!!!!!!!!!!",__label__1
couldn't give it more stars: I haven't been able to get into it ...read only a bit and it hasn't held my attention...maybe I'll try again sometime... I know it is supposed to be like a classic so try it ....,__label__1
"Just fine, good example of why more literature should be allowed to enter the public domain ...: The book stands on its own, though I found the ending disappointing. I downloaded this in order to be able to follow the more obscure passages of an audiobook version and it was excellent for that purpose; the digital edition worked just fine on my iPad with no difficulty in locating specific sections based on the section and chapter breakdown.",__label__2
"""Poor Tess"": Thia is the saddest story I have ever read! Poor girl---she doesn't have a chance with finding a happy life! The cards are all stacked against her from the git-go!",__label__1
"Couldnt get to the story: I thought the story line sounded interesting so i bought it...twice! Trying to get a version of the book that wasnt so diffucult to read, its ok off and on, half the time i dont know what the author is referring to cause it was written so long ago that the author uses that language and it just got in my way of the story, which is why i bought it again thinking the 2nd book looked easier to read but it wasnt...sadly i will be reduced to trying to find the movie to find out what happens and it bothers me because i hate to not finish a book!",__label__1
Good book: This is a good book. It is sad that many of Tess bad decisions caused her life to be worst off than it should have been. Instead of making lemonade from her lemons in life life she continued to suck on the sour sour fruit over and over again.,__label__2
Classical perfection: Tess of the d'Urbervilles is possibly my favorite classic. Thomas Hardy is a brilliant writer as evidened by this novel. If you've never read it please do so. It's free on Amazon. You will fall in love with Tess and curse the life she is dealt.,__label__2
"Excellent!: Several years ago when I was in high school we had to read The Mayor of Casterbridge (also by Hardy). I did NOT enjoy it under the circumstances, but decided to give Tess a try a few years later. I must say, it has certainly become one of my favorite all time books. Hardy really lets the reader see and feel what is happening in the lives of the characters. I must admit that I even shed a few tears at the end (something I rarely do while reading). This book is a must read for anyone who likes literature at all!",__label__2
"Haunting...: I was reading this book for an assignment in English, and the images that it left in my mind will remain there for a long time. The story of Tess, a truly Pure woman, facing adversities that scare the soul out of me, is a thoughtful and saddening one.The Norton Critical edition is particularily good, containing reviews and poems of and about Thomas Hardy, a major advantage when trying to understand the atmosphere that produced this novel.Though the novel is heavy in description, the description is not out of place. In fact, it is essential to the storyline.All in all, I enjoyed this book, and it made me think and reflect on the values that I believe are truly important.",__label__2
"Wonderful: This is a wonderful story, it left me thinking instead of my usual forgetting about it 5 minutes later. The characters are intriging, and the story is interesting, making me not want to put it down. I (being only in high school) would definitly suggest that you read it.",__label__2
